GT,filepath,img_id,label
1930,4/46/4469232996.jpg,4469232996,0
1930,7/69/7698958378.jpg,7698958378,0
1930,1/22/12246851976.jpg,12246851976,0
1930,3/30/3309131857.jpg,3309131857,0
1930,4/62/4625655648.jpg,4625655648,0
1930,4/71/4711189963.jpg,4711189963,0
1930,6/79/6792559028.jpg,6792559028,0
1930,1/02/1025330398.jpg,1025330398,0
1930,5/23/5235719434.jpg,5235719434,0
1930,1/86/18652706695.jpg,18652706695,0
1930,2/20/22081904166.jpg,22081904166,0
1930,5/39/5396509196.jpg,5396509196,0
1930,6/51/6517945379.jpg,6517945379,0
1930,2/82/28242212916.jpg,28242212916,0
1930,1/28/12842285855.jpg,12842285855,0
1930,4/22/4228947658.jpg,4228947658,0
1930,4/72/4725463773.jpg,4725463773,0
1930,3/38/3385572496.jpg,3385572496,0
1930,5/11/5112499958.jpg,5112499958,0
1930,2/36/2360391960.jpg,2360391960,0
1930,1/76/17668493611.jpg,17668493611,0
1930,4/97/4976462015.jpg,4976462015,0
1930,1/44/1449754557.jpg,1449754557,0
1930,8/19/8196791264.jpg,8196791264,0
1930,2/22/2228299252.jpg,2228299252,0
1930,2/50/25087817721.jpg,25087817721,0
1930,4/84/4844056334.jpg,4844056334,0
1930,9/11/9118410322.jpg,9118410322,0
1930,5/07/5071852427.jpg,5071852427,0
1930,1/34/13417050565.jpg,13417050565,0
1930,1/53/15345714018.jpg,15345714018,0
1930,1/56/15685930737.jpg,15685930737,0
1930,1/52/15267676717.jpg,15267676717,0
1930,2/55/25578292114.jpg,25578292114,0
1930,2/19/21904241958.jpg,21904241958,0
1930,1/69/16906031886.jpg,16906031886,0
1930,8/75/8758749569.jpg,8758749569,0
1930,1/50/15026246567.jpg,15026246567,0
1930,4/90/4904043417.jpg,4904043417,0
1930,1/05/10523141675.jpg,10523141675,0
1930,1/69/16934043873.jpg,16934043873,0
1930,5/53/5539527095.jpg,5539527095,0
1930,3/40/3406847572.jpg,3406847572,0
1930,8/75/8758746847.jpg,8758746847,0
1930,1/66/16617471312.jpg,16617471312,0
1930,5/99/5993658978.jpg,5993658978,0
1930,4/84/4844071426.jpg,4844071426,0
1930,7/50/7501415706.jpg,7501415706,0
1930,7/50/7509436304.jpg,7509436304,0
1930,2/98/2985043287.jpg,2985043287,0
1930,3/32/3326568314.jpg,3326568314,0
1930,1/53/15322925754.jpg,15322925754,0
1930,7/56/7563474600.jpg,7563474600,0
1930,2/11/21114568.jpg,21114568,0
1930,2/76/27685423386.jpg,27685423386,0
1930,4/79/4799047882.jpg,4799047882,0
1930,2/20/22065958106.jpg,22065958106,0
1930,1/09/10967017103.jpg,10967017103,0
1930,2/98/2986263246.jpg,2986263246,0
1930,2/32/23290617891.jpg,23290617891,0
1930,5/09/5092514409.jpg,5092514409,0
1930,1/22/12246795426.jpg,12246795426,0
1930,9/36/9367521656.jpg,9367521656,0
1930,8/09/8096996365.jpg,8096996365,0
1930,4/14/414198407.jpg,414198407,0
1930,3/15/3154884508.jpg,3154884508,0
1930,7/08/7084155049.jpg,7084155049,0
1930,2/30/2307869629.jpg,2307869629,0
1930,3/35/3352253324.jpg,3352253324,0
1930,3/08/3085010556.jpg,3085010556,0
1930,1/22/12246853246.jpg,12246853246,0
1930,2/74/274920872.jpg,274920872,0
1930,3/27/327411332.jpg,327411332,0
1930,1/28/12822276435.jpg,12822276435,0
1930,8/75/8758746439.jpg,8758746439,0
1930,1/49/14970657049.jpg,14970657049,0
1930,8/31/8315548765.jpg,8315548765,0
1930,1/17/11776643004.jpg,11776643004,0
1930,2/21/22102179421.jpg,22102179421,0
1930,6/59/6592370473.jpg,6592370473,0
1930,2/40/24012429602.jpg,24012429602,0
1930,6/99/6992365986.jpg,6992365986,0
1930,9/32/9328817139.jpg,9328817139,0
1930,8/32/8321585618.jpg,8321585618,0
1930,2/21/22102143091.jpg,22102143091,0
1930,1/80/18020940398.jpg,18020940398,0
1930,9/86/986667353.jpg,986667353,0
1930,6/81/6815687188.jpg,6815687188,0
1930,3/27/327411792.jpg,327411792,0
1930,7/89/7890683474.jpg,7890683474,0
1930,5/33/5336826589.jpg,5336826589,0
1930,5/56/5568662556.jpg,5568662556,0
1930,5/29/5292859414.jpg,5292859414,0
1930,2/11/2116697651.jpg,2116697651,0
1930,2/10/2105535091.jpg,2105535091,0
1930,3/38/3385945226.jpg,3385945226,0
1930,4/29/4292885315.jpg,4292885315,0
1930,2/76/27673806520.jpg,27673806520,0
1930,2/09/20979119793.jpg,20979119793,0
1930,1/93/19331678599.jpg,19331678599,0
1930,1/05/10523264915.jpg,10523264915,0
1930,5/41/5411763450.jpg,5411763450,0
1930,6/81/6814861282.jpg,6814861282,0
1930,2/22/22289353284.jpg,22289353284,0
1930,1/38/13856384865.jpg,13856384865,0
1930,1/37/13785179275.jpg,13785179275,0
1930,7/02/702095426.jpg,702095426,0
