filepath,gt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
3/46/3467301319.jpg,1930,0.042850234,0.05826792,0.01761572,0.018849995,0.09352695,0.10146974,0.20214811,0.06337983,0.06831617,0.06947874,0.017537182,0.015983028,0.0029951064,0.0149912685,0.019760778,0.0109711895,0.022115177,0.029669335,0.028924914,0.045160368,0.006587923,0.006428769,0.0050878716,0.0019061372,0.0031503034,0.008929763,0.00083485,0.014903508,0.0017234719,0.00056602183,0.00023130895,0.0011615775,0.0013879364,0.0011643714,0.00058803544,0.00041385795,5.245488e-05,0.00022911973,1.671364e-05,8.1815306e-05,4.929513e-05,5.1042385e-05,2.7328264e-05,4.1852254e-06,1.2821013e-05,1.1248703e-05,5.5459797e-05,2.6591333e-05,3.0342765e-06,3.3003482e-06,1.2597048e-05,7.813313e-05,1.1815733e-05,1.1102076e-05,8.482048e-06,1.7254855e-06,2.5252189e-06,1.0629404e-06,1.8835292e-06,4.3776938e-05,7.6547476e-05,2.6582711e-05,4.6968103e-06,3.418808e-06,2.7075655e-06,1.3248329e-06,1.8712685e-06,3.3218107e-06,1.6775862e-06,2.8084798e-06
1/70/17072017482.jpg,1930,0.045618713,0.06649728,0.025959052,0.057020407,0.04381827,0.049789034,0.01706183,0.052624878,0.013145785,0.006811862,0.09383175,0.019731525,0.0585384,0.016031602,0.0031220128,0.012619363,0.02539759,0.006125093,0.07123096,0.04446539,0.016840555,0.07221193,0.020850232,0.008254392,0.015069266,0.02467137,0.0029439467,0.022614405,0.01095405,0.00975965,0.005860474,0.02138647,0.008761704,0.0041781836,0.020774331,0.0030052154,0.00023876729,0.00040391932,0.00031212036,0.00010124361,1.6313794e-05,6.442464e-05,5.5731776e-05,3.21833e-05,2.3548253e-05,6.8661764e-05,3.409204e-05,0.00012493276,5.815218e-05,4.414485e-05,0.00014033378,9.269095e-05,9.0063266e-05,3.203856e-05,0.00018989298,9.228345e-05,5.8667047e-05,3.929956e-05,2.791202e-05,2.6145094e-06,1.4706849e-05,9.124325e-06,7.841999e-06,1.28400125e-05,6.246918e-06,8.755986e-06,3.879761e-06,1.0195582e-05,3.4425666e-06,1.9635966e-06
5/74/5745349621.jpg,1930,0.007501566,0.0039274856,0.0025565997,0.0026639402,0.0026102907,0.019045465,0.013021466,0.03061462,0.029324953,0.012039305,0.21476807,0.004601678,0.016583802,0.03106894,0.013798404,0.029681085,0.021402463,0.00920024,0.115775295,0.07867041,0.056621123,0.04368795,0.05706085,0.019295959,0.02294051,0.0068649095,0.025037417,0.010575144,0.002048311,0.0030792342,0.021185374,0.008104916,0.009008134,0.03286136,0.009593042,0.0024648735,0.0051351977,0.0022289534,0.00044602668,0.0015181613,0.0005811908,0.00016545174,3.194899e-05,2.859081e-05,0.0002581973,0.00012810556,1.0614424e-05,3.0841138e-06,1.3851083e-05,8.521198e-06,1.4095582e-05,1.767681e-06,1.3339677e-05,2.0565123e-05,2.7627184e-06,1.9270115e-06,1.5520009e-05,3.920353e-05,2.1185073e-05,7.430301e-06,3.207023e-06,8.575525e-06,8.0875554e-07,4.2225147e-07,2.6474825e-07,5.927476e-07,1.1524767e-06,9.46148e-07,1.4211737e-06,1.7793615e-06
5/52/5523057025.jpg,1930,0.1535465,0.031456202,0.0110335415,0.011519761,0.021077337,0.018598858,0.019036476,0.030824836,0.03490077,0.02191184,0.019365456,0.0031598087,0.008988167,0.0024697143,0.014565258,0.007858366,0.014112485,0.006809367,0.026101401,0.0098282425,0.031757195,0.024208432,0.0060292976,0.013053328,0.01392019,0.012018373,0.008330494,0.014410705,0.004744231,0.0083415825,0.031996377,0.00797532,0.014051454,0.018735133,0.08532643,0.017720189,0.010424336,0.00467879,0.0039024511,0.0254836,0.0064425063,0.0025762417,0.00520534,0.0038841679,0.0020391154,0.002153357,0.0156799,0.015866356,0.03392759,0.0057393797,0.007416435,0.0048739626,0.002532249,0.00062582234,0.0013309941,0.003543801,0.0037599874,0.0037051758,0.0014375256,0.0017144212,0.0010239127,0.0022544349,0.0036171458,0.003090029,0.0042967494,0.030625246,0.0029212432,0.0016744104,0.0008238711,0.0009463902
2/19/21921179149.jpg,1930,0.921321,0.008732888,0.0054168664,0.003062833,0.008582796,0.0018577244,0.0008454391,0.007112765,0.02674673,0.0018180474,0.0030493098,0.0017381207,0.0052728523,0.0005406611,0.00027498006,0.00018668806,0.00013417187,0.00023348207,0.00033576784,0.0001660568,0.0008012976,2.2657077e-05,0.00011037951,0.00019434141,2.8780818e-05,0.00026674257,4.0270377e-05,0.00015957985,0.00013553031,2.8225275e-05,4.282734e-05,3.689626e-06,7.432563e-05,4.788708e-06,2.9654572e-07,0.00015588482,4.2086514e-05,1.4874988e-06,1.5542271e-06,0.00011579925,6.6204652e-06,2.7473523e-06,3.0667056e-06,4.6394543e-06,7.772944e-06,0.00019542383,1.1177215e-06,1.5951578e-06,1.3382313e-06,2.1965072e-06,9.322504e-07,1.0837983e-07,5.546312e-08,4.2606823e-07,2.85967e-06,1.0851103e-06,1.3474281e-05,1.759843e-05,1.745763e-05,5.3897475e-07,8.046152e-06,1.3262877e-05,1.6780803e-05,1.0830802e-05,7.385863e-07,4.7765297e-06,1.7609166e-06,2.0324833e-06,2.1268201e-07,8.2169345e-07
2/09/20905950886.jpg,1930,0.032314528,0.03951325,0.04729781,0.012956177,0.049352188,0.04116849,0.031057516,0.011116723,0.013054979,0.018261092,0.013368405,0.0058587603,0.009160649,0.006954816,0.016343422,0.026955975,0.022444524,0.02365432,0.01723367,0.0462235,0.021984631,0.029061936,0.01686594,0.0245632,0.029843926,0.026734235,0.01583711,0.025097026,0.024730282,0.02036379,0.014797839,0.04866018,0.026400797,0.017066052,0.054841284,0.024093121,0.024876997,0.011977897,0.0046894257,0.009092201,0.0036628183,0.01089949,0.0037796057,0.004689078,0.0033059279,0.0018471179,0.002362439,0.0018169555,0.0014878978,0.001177524,0.0011673056,0.0008905902,0.00090480957,0.00046551003,0.00021622828,0.0005104443,0.00074095983,0.00047468458,0.00018333195,0.000359774,0.00024340312,0.0005500011,0.0005162958,0.000227201,0.00048190003,0.00014551517,9.4749645e-05,0.00019283063,0.0004805084,0.0002563793
2/81/2810696382.jpg,1930,0.059858926,0.011986325,0.005655286,0.00069228327,0.01813362,0.053650938,0.025672246,0.0603546,0.05342423,0.063105464,0.037636198,0.008029933,0.011481514,0.13615742,0.01135962,0.014406653,0.002101837,0.010466358,0.005937053,0.026757939,0.060568623,0.109819986,0.06402749,0.05510233,0.023966443,0.021666532,0.001171393,0.0017358133,0.0031977044,0.0014055175,0.002170844,0.005717303,0.005828265,0.0006856108,0.000542377,0.0019250467,0.002792759,0.0004543227,0.00016472503,0.00631853,0.009510504,0.0003824119,0.00077699556,9.8253564e-05,0.0001184576,0.00010799718,0.000103273574,0.00012587201,0.0005454574,9.860412e-05,0.00027788058,5.1366747e-05,8.398164e-05,6.633131e-05,5.461114e-05,0.00020821625,8.823576e-05,0.00024498554,8.871858e-05,3.329905e-05,1.3270405e-05,5.87297e-05,1.6210717e-05,7.020574e-05,2.8835466e-05,0.0002827461,9.571099e-05,0.000112338974,9.437745e-05,3.2066047e-05
4/22/422714327.jpg,1930,0.14842464,0.042483136,0.029537067,0.021064315,0.027183061,0.057348818,0.008526799,0.0140049,0.022520196,0.012255899,0.068442434,0.011301553,0.00650454,0.0062749176,0.039372344,0.087221295,0.0068875225,0.018851288,0.026670385,0.058017347,0.069722585,0.012891071,0.016513746,0.01996629,0.014288945,0.074434,0.0046482566,0.0112354895,0.007822978,0.0039486648,0.009719838,0.0016627146,0.004688308,0.0019134762,0.0029688706,0.0025114503,0.001025773,0.001629417,0.0013384977,0.0015736248,0.0020847158,0.0011795361,0.0035422507,0.001463778,0.001354178,0.00066612975,0.0016198766,0.00054173707,0.0003753829,0.00070549984,0.00047801973,0.00060953735,0.00028017894,0.0002381087,0.0012555569,0.0011711741,0.00051779824,0.0004970396,0.0003274376,0.00014468291,0.0010370191,0.00033548972,0.00057561457,6.56034e-05,0.0006889523,0.00015258574,0.00037714784,0.00017854806,0.000104852144,3.506083e-05
2/67/26715931130.jpg,1930,0.030616507,0.008455501,0.017091032,0.03278727,0.013135799,0.060737874,0.010693516,0.058351412,0.041636743,0.029071359,0.032458592,0.063524,0.046806525,0.035878126,0.030943083,0.07858281,0.028089633,0.029299032,0.026737958,0.04991101,0.035755053,0.018720955,0.009255171,0.01199472,0.012250726,0.072862096,0.009548451,0.007998408,0.010159512,0.045231484,0.007891461,0.0013635369,0.000592072,0.003259421,0.0017388255,0.008103642,0.0068930783,0.0023077065,0.0026916794,0.0054763784,0.00015514033,0.00055930554,7.665595e-05,2.7375892e-05,0.000117040756,7.004997e-05,1.76207e-05,1.3919321e-06,9.112296e-06,3.5667695e-06,5.991823e-07,4.068254e-06,4.5733977e-06,7.5577814e-06,1.1859981e-05,1.4053638e-06,1.5535559e-06,2.18639e-06,6.069325e-07,1.0069654e-06,5.024713e-07,3.8615343e-07,1.6479785e-06,8.7751727e-07,3.4313132e-06,4.1128897e-06,1.9662514e-06,2.9612281e-06,8.820552e-06,4.4701082e-07
3/09/3096652462.jpg,1930,0.011443902,0.005996293,0.016841779,0.029252863,0.024425171,0.026248505,0.052250795,0.06500656,0.015989874,0.027781414,0.05355517,0.049243648,0.044378772,0.059314184,0.042530976,0.056078613,0.03825515,0.058304235,0.02110046,0.038737442,0.020903816,0.02682105,0.017874047,0.016314236,0.028760105,0.024237534,0.0046124905,0.027622307,0.017312065,0.0072994,0.011533755,0.02519804,0.0064863553,0.0032369916,0.0033733991,0.0054400875,0.0026705908,0.0030616415,0.0029509938,0.0009779169,0.0008726249,0.0006092221,0.00046322582,0.00059519033,0.00095561653,0.0010112389,0.0002998969,0.00039346883,0.00020894282,9.516381e-05,2.9905295e-05,8.278966e-05,2.4449344e-05,3.8692244e-05,6.47761e-05,4.886137e-05,9.239497e-05,5.061009e-05,6.0504855e-05,5.5897468e-05,3.479824e-05,6.7959874e-05,5.120598e-05,8.508812e-05,6.976952e-05,4.942088e-05,9.506675e-05,2.7241029e-05,3.056547e-05,1.2802924e-05
