filepath,gt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
3/46/3467301319.jpg,1930,0.2887142,0.3764324,0.45541432,0.537847,0.60789394,0.6846004,0.74986166,0.8031251,0.8479291,0.8798812,0.91008794,0.9256776,0.9405542,0.95157355,0.96222156,0.97178835,0.97689223,0.9808679,0.98387146,0.98643756,0.98956597,0.99132115,0.99283046,0.9941484,0.9952068,0.99634343,0.9970649,0.9977202,0.9982911,0.9987155,0.99903023,0.99927026,0.99943656,0.9995735,0.9996793,0.99976605,0.9998273,0.99987686,0.99991226,0.9999356,0.9999536,0.9999651,0.99997437,0.99998116,0.9999858,0.9999893,0.99999213,0.99999404,0.99999547,0.99999654,0.9999974,0.9999981,0.99999845,0.9999989,0.99999917,0.9999994,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0
1/70/17072017482.jpg,1930,0.020564118,0.030280268,0.04146288,0.056780078,0.07423917,0.10094239,0.13424711,0.17424294,0.2238549,0.27478352,0.3436472,0.39181775,0.45007,0.5040698,0.56849533,0.6405176,0.6862004,0.7261702,0.75934935,0.79001385,0.83067316,0.8552471,0.87749606,0.89783335,0.91481984,0.93374985,0.94615346,0.95769453,0.9679654,0.97573847,0.9815788,0.98607767,0.98921996,0.9918189,0.993836,0.99549544,0.99667275,0.99762577,0.9983064,0.9987581,0.9991041,0.9993262,0.9995042,0.9996351,0.99972683,0.99979335,0.9998485,0.99988425,0.99991155,0.99993265,0.9999502,0.9999622,0.99997115,0.9999783,0.99998367,0.9999877,0.9999908,0.9999932,0.999995,0.9999963,0.99999726,0.9999981,0.99999857,0.99999905,0.9999994,0.99999964,0.99999976,0.9999999,1.0
5/74/5745349621.jpg,1930,0.40332907,0.5013263,0.5820528,0.65964264,0.72081184,0.78330284,0.83311945,0.8716879,0.90277755,0.924235,0.9439978,0.9540051,0.96343553,0.9703471,0.9769671,0.98286635,0.9859949,0.98842305,0.9902524,0.99181163,0.9937084,0.99477035,0.9956825,0.996478,0.9971162,0.997801,0.99823546,0.9986298,0.99897313,0.99922824,0.9994174,0.9995616,0.9996617,0.9997439,0.9998074,0.99985945,0.9998963,0.9999261,0.9999473,0.9999614,0.9999721,0.999979,0.9999846,0.9999887,0.99999154,0.99999356,0.99999535,0.9999964,0.99999726,0.99999785,0.99999845,0.9999988,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5/52/5523057025.jpg,1930,0.0026716208,0.003968161,0.005488616,0.007621892,0.01012782,0.0141225,0.019400163,0.026216099,0.035492126,0.046112914,0.06261739,0.075953335,0.09454569,0.11479351,0.1439022,0.18522297,0.21813793,0.2528087,0.28703052,0.32432705,0.38495708,0.42981556,0.47750625,0.5285724,0.5781035,0.64263177,0.69153416,0.74281406,0.7940342,0.8368995,0.87176967,0.90036416,0.9213079,0.93927515,0.9536415,0.96574914,0.97450167,0.9816886,0.9868775,0.9903476,0.9930213,0.9947429,0.99612755,0.9971469,0.99786276,0.99838233,0.998814,0.9990939,0.99930763,0.9994728,0.99961,0.99970347,0.99977344,0.99982965,0.9998722,0.9999037,0.9999279,0.99994624,0.9999608,0.9999714,0.99997854,0.99998474,0.99998903,0.9999925,0.9999951,0.9999969,0.9999982,0.99999917,0.99999976
2/19/21921179149.jpg,1930,0.5504521,0.64552265,0.7161242,0.77830446,0.8238427,0.86751103,0.9004298,0.9248452,0.94388413,0.95670426,0.9682883,0.9740742,0.97947836,0.98340964,0.98715204,0.9904681,0.9922197,0.99357563,0.9945952,0.99546295,0.9965168,0.99710625,0.9976119,0.9980526,0.998406,0.99878484,0.9990251,0.99924314,0.99943286,0.99957377,0.9996784,0.99975795,0.99981314,0.9998586,0.99989367,0.9999224,0.9999428,0.99995923,0.9999709,0.99997866,0.9999846,0.99998844,0.99999154,0.9999937,0.99999535,0.9999964,0.9999974,0.999998,0.99999845,0.9999988,0.99999917,0.9999994,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2/09/20905950886.jpg,1930,0.010323061,0.015275977,0.02103766,0.029037967,0.03831324,0.052831654,0.071525656,0.09488304,0.12532844,0.15841673,0.20641826,0.24245866,0.2890593,0.3355275,0.39559478,0.46954829,0.5206996,0.5684937,0.61053133,0.65145475,0.70906276,0.74588656,0.7806333,0.8136359,0.8421601,0.8750319,0.8972189,0.918343,0.9375447,0.9523357,0.9635995,0.97236574,0.97853535,0.9836678,0.98766965,0.9909741,0.9933252,0.9952324,0.99659675,0.9975032,0.99819845,0.99864465,0.99900264,0.99926573,0.99945027,0.999584,0.9996952,0.9997671,0.9998221,0.99986446,0.99989974,0.9999238,0.9999418,0.99995625,0.9999672,0.9999752,0.9999815,0.9999862,0.99998987,0.9999926,0.9999945,0.99999607,0.99999714,0.9999981,0.9999987,0.99999917,0.9999995,0.99999976,0.9999999
2/81/2810696382.jpg,1930,0.05457949,0.07906979,0.10629549,0.1420147,0.18066233,0.23589116,0.29891708,0.36716634,0.44228736,0.51024127,0.59009904,0.63917375,0.69233733,0.73647696,0.78366816,0.83048505,0.85740143,0.87939733,0.89665264,0.9118525,0.9309814,0.9420141,0.9516802,0.96025974,0.96724564,0.9748452,0.9797219,0.9841883,0.98810697,0.9910381,0.9932209,0.9948914,0.99605227,0.9970091,0.9977494,0.998357,0.99878734,0.9991352,0.99938333,0.9995479,0.99967396,0.99975485,0.9998197,0.9998672,0.9999006,0.9999248,0.9999449,0.9999579,0.9999678,0.99997556,0.9999819,0.9999863,0.9999895,0.99999213,0.99999404,0.9999956,0.99999666,0.9999975,0.9999982,0.9999987,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.9999999,0.9999999,1.0,1.0
4/22/422714327.jpg,1930,0.005656863,0.008389957,0.011584977,0.016049504,0.021266887,0.029524066,0.04032198,0.05408306,0.072485276,0.0931074,0.12424113,0.14862056,0.18150684,0.21593677,0.26307076,0.32559595,0.37206483,0.41811743,0.46091288,0.50480616,0.5706789,0.6155206,0.65996677,0.70424527,0.7442497,0.7924879,0.82642275,0.8598239,0.8911554,0.9159477,0.9352257,0.9504738,0.96133673,0.97045743,0.9776225,0.98357475,0.98782957,0.9912934,0.9937779,0.99543166,0.9967018,0.9975177,0.9981729,0.9986545,0.9989925,0.99923766,0.9994412,0.9995732,0.99967384,0.9997516,0.99981636,0.9998604,0.9998933,0.9999198,0.9999398,0.9999546,0.999966,0.9999747,0.9999815,0.9999865,0.99998987,0.99999285,0.9999949,0.9999964,0.99999774,0.99999857,0.99999917,0.99999964,0.9999999
2/67/26715931130.jpg,1930,0.021998897,0.03237055,0.04428985,0.06058538,0.079116404,0.10737046,0.14245999,0.18438154,0.23605502,0.28872672,0.35935327,0.40835568,0.46717796,0.5212847,0.5853137,0.65622634,0.7008451,0.7396573,0.771716,0.8012172,0.8401461,0.8635711,0.8847132,0.9039834,0.92003846,0.93788743,0.9495582,0.9604001,0.9700347,0.97731733,0.9827844,0.9869927,0.9899305,0.9923596,0.99424416,0.9957942,0.99689364,0.9977836,0.9984189,0.99884063,0.99916375,0.999371,0.9995372,0.9996594,0.99974495,0.99980706,0.9998586,0.999892,0.9999175,0.9999372,0.9999535,0.9999647,0.99997306,0.99997973,0.99998474,0.99998856,0.9999914,0.99999356,0.99999535,0.99999654,0.9999975,0.9999982,0.9999987,0.99999917,0.9999994,0.99999964,0.99999976,0.9999999,1.0
3/09/3096652462.jpg,1930,0.019867325,0.02926409,0.040086936,0.054924965,0.07185709,0.097794,0.13021038,0.16923869,0.21780159,0.26782826,0.3357559,0.38346654,0.44137824,0.49527445,0.55984485,0.63237727,0.67857534,0.71911883,0.7528616,0.78411776,0.8256668,0.8508368,0.8736636,0.8945607,0.91203797,0.9315399,0.94433266,0.9562459,0.96685636,0.9748915,0.9809318,0.98558635,0.9888382,0.9915285,0.9936167,0.9953349,0.996554,0.99754095,0.99824584,0.9987136,0.9990721,0.999302,0.99948645,0.999622,0.99971706,0.99978596,0.9998431,0.9998802,0.99990845,0.99993026,0.9999484,0.9999608,0.9999701,0.99997747,0.9999831,0.99998724,0.99999046,0.99999285,0.9999949,0.9999962,0.99999714,0.999998,0.99999857,0.99999905,0.9999994,0.99999964,0.99999976,0.9999999,1.0
