filepath,gt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,score,left,right,top,bottom
3/46/3467301319.jpg,1930,0.0022029632,0.0034701116,0.005206514,0.0077825096,0.011204404,0.01609773,0.022452135,0.030448487,0.042127658,0.056886464,0.08352312,0.10656232,0.1459565,0.18839891,0.2414033,0.32203326,0.38024777,0.44271284,0.5050995,0.57359743,0.66624856,0.71695536,0.7650303,0.80738163,0.84588623,0.88699836,0.9122059,0.9354343,0.9521274,0.9643301,0.9730033,0.98138475,0.985933,0.9897287,0.99266,0.994768,0.9963385,0.997658,0.99850696,0.99896467,0.9993199,0.99950564,0.99964845,0.99976,0.99982977,0.9998754,0.9999075,0.99992836,0.99994504,0.9999584,0.99996924,0.999977,0.9999827,0.9999875,0.9999912,0.99999356,0.99999535,0.99999654,0.9999976,0.99999833,0.9999988,0.99999917,0.9999994,0.99999964,0.99999976,0.9999999,0.9999999,1.0,1.0,0.994242250919342,0.0,33.015254974365234,130.54338073730472,306.5058288574219
5/74/5745349621.jpg,1930,0.011425107,0.017901678,0.026666228,0.03943878,0.055994138,0.07888797,0.107324496,0.14118263,0.18713804,0.23997183,0.32297835,0.38436747,0.47218418,0.5485585,0.62487537,0.7131745,0.76256585,0.80614233,0.8423335,0.87564707,0.91266054,0.92987067,0.94457763,0.9564109,0.96636546,0.9762407,0.98194593,0.98698586,0.9904862,0.99298334,0.99472755,0.99638945,0.9972818,0.99802136,0.99858946,0.9989962,0.99929845,0.9995517,0.99971443,0.99980205,0.99986994,0.99990547,0.9999329,0.9999541,0.99996746,0.99997616,0.99998236,0.9999863,0.9999895,0.999992,0.99999416,0.9999956,0.99999666,0.9999976,0.99999833,0.9999988,0.99999917,0.9999994,0.9999995,0.99999964,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,0.9977803826332092,354.9056701660156,401.93408203125,102.50782012939452,235.7556610107422
5/74/5745349621.jpg,1930,0.014157139,0.022147724,0.032921426,0.048540667,0.06864372,0.096182525,0.1299735,0.16961914,0.2224334,0.28177768,0.37216386,0.43686917,0.5264241,0.6015724,0.6742492,0.75547427,0.7996281,0.8378489,0.8690821,0.8974321,0.9284908,0.9427772,0.9549088,0.96461886,0.9727524,0.9807897,0.9854189,0.9894996,0.9923292,0.9943453,0.99575233,0.99709225,0.99781126,0.99840707,0.99886453,0.99919206,0.99943525,0.9996393,0.9997702,0.9998406,0.99989533,0.99992394,0.999946,0.99996305,0.9999738,0.9999808,0.9999858,0.99998903,0.99999154,0.99999356,0.99999523,0.9999964,0.9999974,0.9999981,0.9999987,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,0.9956592917442322,12.928056716918945,56.77983093261719,114.12095642089844,248.5084686279297
5/74/5745349621.jpg,1930,0.015204671,0.023772249,0.03530766,0.051998157,0.073422626,0.10266731,0.1383877,0.18006872,0.235215,0.2966683,0.38924232,0.45476618,0.54444283,0.61880237,0.68995607,0.76860875,0.81098425,0.8474521,0.87710685,0.9039113,0.93315417,0.94656247,0.95792735,0.9670099,0.97460824,0.9821082,0.986424,0.99022627,0.99286133,0.9947384,0.99604803,0.99729484,0.9979639,0.99851817,0.99894375,0.99924845,0.9994748,0.9996644,0.9997862,0.9998518,0.9999027,0.9999293,0.9999497,0.99996567,0.9999757,0.99998224,0.99998677,0.99998975,0.99999213,0.99999404,0.9999956,0.99999666,0.9999975,0.9999982,0.9999987,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9918761253356934,133.85594177246094,170.03317260742188,108.5476531982422,233.9915008544922
2/09/20905950886.jpg,1930,0.017448729,0.027245812,0.04039702,0.05934533,0.08353027,0.1162956,0.1559336,0.20166242,0.26131415,0.32667363,0.4229799,0.48963,0.5788824,0.6512217,0.71907127,0.79255855,0.8315096,0.8646782,0.8914134,0.91539824,0.9413721,0.95321465,0.9632197,0.971194,0.97785074,0.9844083,0.988176,0.99149185,0.9937878,0.9954223,0.9965624,0.99764735,0.9982293,0.99871147,0.9990815,0.99934655,0.9995433,0.99970824,0.9998142,0.99987113,0.99991536,0.9999385,0.99995625,0.9999702,0.9999788,0.9999845,0.99998856,0.99999106,0.9999932,0.9999949,0.9999962,0.99999714,0.99999785,0.99999845,0.9999989,0.99999917,0.9999994,0.9999995,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9913339018821716,39.099891662597656,100.09207153320312,130.83489990234378,267.19357299804693
3/09/3096652462.jpg,1930,0.0059802276,0.009399598,0.014061181,0.020925988,0.029952489,0.04268029,0.05889971,0.07883013,0.1070187,0.1411609,0.19893478,0.24528885,0.3177296,0.38746056,0.46442193,0.56414574,0.62573224,0.68401575,0.73552674,0.7856653,0.844712,0.87345487,0.89870405,0.91949713,0.9373294,0.95533574,0.96588534,0.9752959,0.9818827,0.98660743,0.9899205,0.9930871,0.9947914,0.9962059,0.9972938,0.9980736,0.9986532,0.9991393,0.9994516,0.99961984,0.9997503,0.9998186,0.999871,0.9999119,0.99993753,0.9999542,0.999966,0.99997365,0.99997985,0.99998474,0.9999887,0.99999154,0.9999937,0.99999535,0.9999968,0.9999976,0.99999833,0.9999988,0.99999917,0.9999994,0.9999995,0.99999964,0.99999976,0.9999999,0.9999999,1.0,1.0,1.0,1.0,0.9977188706398008,2.573444366455078,114.67974090576172,104.52725219726562,348.1678771972656
3/09/3096652462.jpg,1930,0.007488867,0.01176064,0.017572371,0.026105987,0.037281815,0.052954074,0.07278093,0.09692469,0.13066584,0.1709083,0.23749045,0.2895808,0.36871165,0.44237673,0.5209688,0.61880577,0.67708963,0.73081595,0.7771829,0.8213425,0.87215984,0.89644504,0.91754013,0.93474746,0.94938755,0.9640622,0.9726098,0.9802035,0.9855011,0.9892925,0.99194676,0.9944804,0.9958425,0.99697256,0.997841,0.9984634,0.99892586,0.9993136,0.9995627,0.99969685,0.999801,0.9998553,0.9998971,0.9999298,0.9999502,0.9999635,0.99997294,0.999979,0.9999839,0.99998784,0.99999094,0.9999933,0.999995,0.9999963,0.9999974,0.9999981,0.9999987,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,1.0,1.0,1.0,1.0,0.9959217309951782,99.26283264160156,209.01014709472656,109.23235321044922,423.81396484375
1/41/14111314603.jpg,1930,0.005511043,0.008664481,0.012966267,0.019306995,0.027654858,0.039446026,0.054506335,0.07306555,0.09941525,0.1314889,0.18616232,0.23039624,0.30018812,0.3681467,0.4440528,0.5438441,0.6062974,0.66599184,0.719235,0.7715026,0.8336248,0.8640896,0.89097416,0.9132006,0.93232507,0.9516951,0.9630714,0.97323674,0.98036146,0.98547703,0.9890667,0.99249953,0.99434775,0.9958824,0.99706274,0.99790895,0.998538,0.9990657,0.99940467,0.99958724,0.999729,0.999803,0.9998599,0.9999043,0.99993217,0.9999504,0.99996316,0.9999714,0.99997807,0.99998343,0.9999877,0.9999908,0.9999931,0.999995,0.99999654,0.9999975,0.9999982,0.9999987,0.99999905,0.9999993,0.9999995,0.99999964,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,0.9986622333526612,125.4853057861328,175.3863525390625,196.4599914550781,330.4065856933594
1/41/14111314603.jpg,1930,0.19277386,0.27360037,0.3614759,0.45899156,0.5506951,0.6389505,0.71299994,0.772567,0.8263031,0.86709696,0.90789896,0.9280634,0.9486798,0.96169853,0.97176796,0.98090816,0.9851554,0.98849607,0.9910228,0.99317425,0.99539006,0.99636346,0.9971685,0.9977992,0.99831843,0.9988236,0.999111,0.9993623,0.99953544,0.9996581,0.9997435,0.9998247,0.99986804,0.99990404,0.9999317,0.99995136,0.999966,0.9999783,0.9999862,0.99999046,0.9999937,0.99999547,0.9999968,0.99999774,0.99999845,0.9999988,0.99999917,0.9999993,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957116842269896,63.73057174682617,113.54010009765624,203.0537414550781,329.9889831542969
4/66/4662912766.jpg,1931,0.2975642,0.400527,0.5010495,0.6007903,0.6849559,0.7584086,0.8150495,0.8576644,0.8940517,0.9204658,0.9459054,0.9581325,0.9704062,0.97804105,0.983886,0.9891467,0.9915769,0.99348205,0.99491936,0.99614054,0.997396,0.9979467,0.9984018,0.9987582,0.9990514,0.9993364,0.9994986,0.99964035,0.99973804,0.9998073,0.9998554,0.9999012,0.9999256,0.9999459,0.9999615,0.9999726,0.9999808,0.9999877,0.99999225,0.99999464,0.9999964,0.9999974,0.9999982,0.9999988,0.99999917,0.9999994,0.9999995,0.99999964,0.99999976,0.99999976,0.9999999,0.9999999,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948156476020812,139.205078125,276.08218383789057,115.94149780273438,491.510498046875
