filepath,gt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
3/46/3467301319.jpg,1930,0.91230786,0.87774765,0.841187,0.7936061,0.7485304,0.68337923,0.61594325,0.5454738,0.47824967,0.41842943,0.35041758,0.31114697,0.2683349,0.2333106,0.19673553,0.15850772,0.13693227,0.11900361,0.10395876,0.091239154,0.07404951,0.06387023,0.054991953,0.04706549,0.04011027,0.03208009,0.026859159,0.021866169,0.017243521,0.01359616,0.010950949,0.008579757,0.0069077425,0.0054884856,0.004242153,0.0032711942,0.0025157412,0.0018825558,0.0014130682,0.0010811363,0.0008159559,0.00064227707,0.0004962582,0.0003864232,0.00029999905,0.00023629775,0.00018261038,0.0001457615,0.00011640562,9.296792e-05,7.239559e-05,5.7242647e-05,4.5659937e-05,3.6345235e-05,2.8586883e-05,2.2315196e-05,1.7409933e-05,1.3559931e-05,1.029829e-05,7.886397e-06,6.1294613e-06,4.523211e-06,3.332991e-06,2.3972912e-06,1.6263352e-06,1.071524e-06,6.4317504e-07,3.3171568e-07,1.1566049e-07
1/70/17072017482.jpg,1930,0.77944946,0.70921767,0.6427689,0.56638485,0.5027763,0.42303202,0.35267082,0.28960875,0.23744468,0.19640629,0.15487209,0.13302802,0.11078267,0.093689546,0.07680946,0.060139887,0.05114016,0.04387332,0.037917905,0.032981142,0.02644799,0.022652213,0.019384801,0.016501086,0.013996255,0.01113353,0.009288869,0.007536815,0.0059251348,0.0046604928,0.003747163,0.0029311725,0.0023573313,0.0018712352,0.001445119,0.0011136391,0.00085602625,0.0006403054,0.00048047147,0.00036752733,0.00027733203,0.00021827577,0.00016863555,0.00013130259,0.00010193061,8.028345e-05,6.204074e-05,4.952035e-05,3.9546347e-05,3.158337e-05,2.4594181e-05,1.944622e-05,1.5511274e-05,1.2346873e-05,9.711227e-06,7.5806524e-06,5.914276e-06,4.606387e-06,3.498378e-06,2.6790447e-06,2.0822015e-06,1.5365532e-06,1.1322277e-06,8.1436775e-07,5.524717e-07,3.6399956e-07,2.1848842e-07,1.1268465e-07,3.9290157e-08
5/74/5745349621.jpg,1930,0.9425221,0.91880983,0.89303267,0.85836965,0.82430685,0.7728298,0.716543,0.6541684,0.5909654,0.53140604,0.45954108,0.41587046,0.36631152,0.32416478,0.27852097,0.22893055,0.20004822,0.17553648,0.15459874,0.13662796,0.111940324,0.09709855,0.08401591,0.07222571,0.061793484,0.049646787,0.04169007,0.034036513,0.026911773,0.021263622,0.0171526,0.01345685,0.01084479,0.008623652,0.006670157,0.0051463395,0.0039595594,0.0029640603,0.002225459,0.0017030208,0.0012855013,0.0010119794,0.00078197574,0.0006089427,0.00047277508,0.00037240048,0.00028779943,0.00022972935,0.00018346575,0.00014652766,0.00011410486,9.022255e-05,7.196704e-05,5.7286e-05,4.5057743e-05,3.5172667e-05,2.7441189e-05,2.137292e-05,1.6232008e-05,1.2430449e-05,9.661188e-06,7.129447e-06,5.2534315e-06,3.778595e-06,2.5634204e-06,1.688929e-06,1.0137694e-06,5.2284827e-07,1.823034e-07
5/52/5523057025.jpg,1930,0.9941011,0.991475,0.9884792,0.98419845,0.97968185,0.972193,0.9629341,0.95107573,0.9369006,0.9209772,0.8973128,0.87975997,0.8559233,0.831348,0.7986855,0.7531621,0.7198899,0.6863311,0.6527003,0.61924016,0.56434995,0.52498454,0.48523316,0.44445914,0.4036538,0.3493286,0.30895704,0.26584947,0.22131793,0.18252155,0.15207793,0.122947365,0.10126401,0.082060315,0.064554624,0.05047894,0.039250605,0.029646447,0.022408407,0.017229732,0.013055404,0.010303384,0.007978486,0.00622295,0.0048374925,0.0038139832,0.002949839,0.0023559078,0.0018822738,0.0015038205,0.0011714157,0.00092644175,0.00073911215,0.0005884153,0.00046286514,0.0003613516,0.00028194132,0.00021960594,0.00016679124,0.00012773299,9.927913e-05,7.3264484e-05,5.3986885e-05,3.883126e-05,2.6343645e-05,1.7356851e-05,1.041841e-05,5.3732856e-06,1.8735286e-06
2/19/21921179149.jpg,1930,0.6326091,0.5430316,0.46713945,0.38890493,0.3300567,0.26320565,0.2097631,0.16571313,0.131727,0.106410466,0.08196655,0.06955915,0.057226684,0.047951333,0.038957696,0.030233877,0.025587639,0.021868045,0.018840788,0.016345594,0.013063221,0.011166373,0.009539537,0.0081083095,0.0068685864,0.005455654,0.0045474065,0.0036863536,0.0028956572,0.002276137,0.0018292172,0.0014302833,0.0011499352,0.00091258367,0.0007046168,0.0005429001,0.00041725847,0.00031207385,0.00023415413,0.0001791014,0.00013514166,0.00010636079,8.2170154e-05,6.397789e-05,4.966549e-05,3.911752e-05,3.0228608e-05,2.4128045e-05,1.9268266e-05,1.538838e-05,1.1982992e-05,9.474732e-06,7.5575035e-06,6.015713e-06,4.731553e-06,3.69348e-06,2.8815775e-06,2.2443412e-06,1.7044919e-06,1.3052929e-06,1.0144967e-06,7.486441e-07,5.516472e-07,3.9677852e-07,2.6917678e-07,1.7734887e-07,1.06452504e-07,5.4902507e-08,1.9143087e-08
2/09/20905950886.jpg,1930,0.8690685,0.8208143,0.77165663,0.71041554,0.6550681,0.5793115,0.5057415,0.43364412,0.3690129,0.31461704,0.25604987,0.22371268,0.18961948,0.16258638,0.13514411,0.10728571,0.09192079,0.079343736,0.068920575,0.060199965,0.048545778,0.041714445,0.035798162,0.030548833,0.025967889,0.020707969,0.017304724,0.014062191,0.011070688,0.008717423,0.0070146476,0.005491047,0.004418276,0.003508693,0.0027107089,0.0020895367,0.001606537,0.001201913,0.00090201636,0.0006900484,0.00052074384,0.00040987605,0.00031667564,0.00024657726,0.00019142382,0.00015077372,0.00011651545,9.300259e-05,7.427139e-05,5.9316655e-05,4.619052e-05,3.6522255e-05,2.9132074e-05,2.3189026e-05,1.8238967e-05,1.4237495e-05,1.1107829e-05,8.651442e-06,6.570458e-06,5.0316357e-06,3.910679e-06,2.8858706e-06,2.1264912e-06,1.5295035e-06,1.0376232e-06,6.8364557e-07,4.1035392e-07,2.1163865e-07,7.379279e-08
2/81/2810696382.jpg,1930,0.9436739,0.9203966,0.89506584,0.86095905,0.8273936,0.77657586,0.7208822,0.6590079,0.5961433,0.5367469,0.46487617,0.42109364,0.37130794,0.32888463,0.28285444,0.23274133,0.20350511,0.1786644,0.15742481,0.1391796,0.11409183,0.098996595,0.08568249,0.07367723,0.06304959,0.050669316,0.042556066,0.034749288,0.02747959,0.021714926,0.017518213,0.013744789,0.0110774655,0.008809098,0.006813882,0.005257405,0.004045116,0.0030281718,0.0022736315,0.0017399043,0.001313354,0.0010339121,0.00079892756,0.0006221457,0.0004830272,0.00038047676,0.0002940415,0.00023471226,0.00018744536,0.00014970616,0.00011658013,9.2179784e-05,7.3528274e-05,5.8528774e-05,4.6035242e-05,3.5935725e-05,2.8036518e-05,2.1836602e-05,1.6584163e-05,1.27001285e-05,9.870789e-06,7.284122e-06,5.367406e-06,3.8605726e-06,2.6190348e-06,1.7255708e-06,1.0357635e-06,5.3419166e-07,1.8625853e-07
4/22/422714327.jpg,1930,0.99659663,0.9950761,0.99333715,0.9908448,0.9882052,0.983806,0.9783276,0.971247,0.962687,0.9529439,0.93821025,0.9270801,0.91168255,0.89545643,0.8733177,0.84131795,0.817042,0.7917558,0.76556736,0.7386267,0.692398,0.65758264,0.6209152,0.5816219,0.540475,0.4826388,0.43721294,0.38621157,0.33059755,0.2795213,0.23760106,0.19587283,0.16372909,0.13445167,0.107073165,0.08456471,0.06628374,0.050411977,0.038304262,0.029563084,0.022469016,0.01776837,0.013782499,0.010763741,0.008375858,0.0066086776,0.0051145833,0.004086581,0.0032661497,0.0026101798,0.002033723,0.0016087084,0.0012835995,0.0010220011,0.00080401124,0.00062772597,0.00048980623,0.000381531,0.00028978486,0.00022193104,0.00017249721,0.00012729927,9.380518e-05,6.74722e-05,4.5774468e-05,3.0159299e-05,1.8103143e-05,9.336714e-06,3.2554844e-06
2/67/26715931130.jpg,1930,0.9485807,0.9271746,0.90377516,0.8720946,0.8407201,0.7928435,0.73984647,0.6803119,0.6191048,0.5605962,0.48890236,0.4447376,0.3940593,0.35048574,0.3027963,0.25038368,0.21956548,0.19323999,0.17062761,0.1511267,0.1241961,0.10792685,0.0935364,0.080527626,0.06898543,0.055508666,0.04665861,0.038129207,0.03017452,0.023858381,0.019255571,0.015113669,0.012183982,0.009691254,0.007497746,0.0057859654,0.004452343,0.0033333646,0.002502969,0.0019155088,0.0014459704,0.0011383438,0.0008796455,0.0006850149,0.00053184567,0.00041893506,0.00032376568,0.00025844047,0.0002063961,0.0001648421,0.00012836744,0.00010150025,8.096301e-05,6.444688e-05,5.0690185e-05,3.9569473e-05,3.0871543e-05,2.4044712e-05,1.826114e-05,1.39843605e-05,1.0868923e-05,8.020701e-06,5.91016e-06,4.250956e-06,2.8838758e-06,1.900062e-06,1.1405008e-06,5.882096e-07,2.0509337e-07
3/09/3096652462.jpg,1930,0.946023,0.9236379,0.89922553,0.86626875,0.83373773,0.78430086,0.72986287,0.6690656,0.60694927,0.5479369,0.4761078,0.43212163,0.38189223,0.33891153,0.29208875,0.24088915,0.21091077,0.18537651,0.1634978,0.1446696,0.11872873,0.103091374,0.08928114,0.076814026,0.06576604,0.052882474,0.04443143,0.036293667,0.02871049,0.022693632,0.01831131,0.0143695455,0.011582406,0.009211607,0.007125881,0.0054985285,0.0042308765,0.0031673803,0.0023782358,0.0018199978,0.0013738392,0.0010815416,0.0008357414,0.0006508187,0.0005052918,0.0003980163,0.0003075976,0.00024553377,0.00019608802,0.0001566092,0.00012195577,9.64305e-05,7.691897e-05,6.1227765e-05,4.815818e-05,3.75929e-05,2.9329434e-05,2.2843633e-05,1.7348973e-05,1.3285809e-05,1.0326004e-05,7.620039e-06,5.6149374e-06,4.038609e-06,2.7398157e-06,1.8051503e-06,1.0835295e-06,5.5882737e-07,1.9484834e-07
1/41/14111314603.jpg,1930,0.5669605,0.47466853,0.39996818,0.32609874,0.27251604,0.2136036,0.1679369,0.13121198,0.10342452,0.08302729,0.06357266,0.053786438,0.0441178,0.03688402,0.029900951,0.023156345,0.019575803,0.01671514,0.01439072,0.012477379,0.009963917,0.008513222,0.0072700833,0.0061772214,0.0052311956,0.004153681,0.0034614292,0.002805427,0.0022032652,0.0017316237,0.00139147,0.0010879004,0.0008746035,0.00069404213,0.0005358515,0.0004128522,0.00031729756,0.00023730562,0.00017805098,0.00013618702,0.00010275937,8.087435e-05,6.2479965e-05,4.8646853e-05,3.7764006e-05,2.9743598e-05,2.2984732e-05,1.834606e-05,1.4650849e-05,1.1700722e-05,9.111391e-06,7.2042053e-06,5.746419e-06,4.5741026e-06,3.5976784e-06,2.8083696e-06,2.1910323e-06,1.7065038e-06,1.2960247e-06,9.924903e-07,7.7138094e-07,5.6923767e-07,4.1944946e-07,3.0169375e-07,2.0467073e-07,1.3484863e-07,8.094202e-08,4.1745565e-08,1.4555573e-08
